% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	1	3	1	7	3	2737	513026	2749	513178	0.000812775	0.00019998	0.00065357	0.003	186.678	688.887	7	9422	
0	1	5	2	2	3	3439	2253113	3454	2264618	0.000749969	8.07275e-05	0.000635713	0.00199285	655.651	255.205	13	1792	
0	1	2	3	15	3	2397	480914	2412	480149	0.000838469	0.000289191	0.00065357	0.003	199.067	887.778	3	9422	
0	1	5	4	10	3	2975	196091	3056	197624	0.000874809	0.000300471	0.00065357	0.00242143	64.6675	40.1608	3	289	
0	1	3	5	6	3	295	449997	1008	451107	0.000885071	0.000498787	0.00065357	0.003	447.527	1965.17	3	9422	
0	1	1	6	7	3	3021	313811	3041	314764	0.000793293	0.000223141	0.00065357	0.003	103.507	741.478	3	9422	
0	1	1	7	2	3	2370	856562	2382	849056	0.000828419	0.000350971	0.00065357	0.003	356.447	1359.64	7	9422	
0	1	1	8	10	3	212	1677874	212	1677874	0.003	0	0.003	0.003	7914.5	2004.96	5247	9422	
0	1	2	9	4	3	3468	347832	3480	348299	0.000781602	0.000125429	0.00065357	0.00183214	100.086	57.774	7	289	
0	1	2	10	16	3	434	694887	1127	713992	0.000951325	0.000577268	0.000671427	0.003	633.533	1795.24	7	9422	
0	1	1	11	11	3	1230	1330724	1233	1321405	0.000996957	0.000691425	0.00065357	0.003	1071.7	2821.65	3	9422	
0	1	2	12	13	3	1834	537694	1924	540440	0.000837943	0.000342526	0.00065357	0.003	280.894	1185.02	3	9422	
1	2	3	1	11	3	872	55659	3132	463331	0.000805657	7.78354e-05	0.000671427	0.00183214	147.935	92.106	3	400	
1	2	5	2	2	3	3944	732156	3972	736400	0.00076916	9.68868e-05	0.000671427	0.00183214	185.398	113.137	18	548	
1	2	2	3	22	3	1920	835865	2502	862896	0.000858105	0.000403599	0.000671427	0.003	344.882	1650.32	3	9422	
1	2	1	4	4	3	2956	634943	2989	628410	0.000788171	0.000269896	0.000671427	0.003	210.241	947.701	11	9422	
1	2	2	5	24	3	362	164696	661	174648	0.00081331	6.63583e-05	0.000760712	0.00168928	264.218	246.951	11	583	
1	2	2	6	21	3	64	20773	1517	65874	0.000791433	0.000146976	0.000671427	0.003	43.4239	341.22	11	9422	
1	2	4	7	1	3	542	387230	1345	500141	0.000890164	0.000350019	0.00083214	0.003	371.852	1501.82	68	9422	
1	2	5	8	10	3	78	687885	247	692498	0.00145622	0.00100667	0.000671427	0.003	2803.64	4295.55	11	9422	
1	2	3	9	15	3	3591	554766	3602	556354	0.000785262	9.59131e-05	0.000671427	0.001725	154.457	114.6	3	548	
1	2	5	10	12	3	744	88658	2722	267684	0.000805637	7.72682e-05	0.000671427	0.00176071	98.3409	74.3521	3	444	
1	2	2	11	11	3	105	989310	475	1299210	0.00129396	0.000928435	0.000689284	0.003	2735.18	3591.88	19	9422	
1	2	2	12	19	3	3292	233077	3305	233622	0.000757189	0.000107946	0.000671427	0.00243928	70.6874	38.2747	9	271	
